Cluster;Reproducibility;Log2.Abundance.;Average.Spearmann.Correlation.Coefficient.between.Replicates;PearsonCorrCoeff_to_ME;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18;Maximum.Fraction;Average.Fraction;No.of.peaks;Peak.fractions;Feature.Type;Feature.Subtype;Amino.Acid.Sequence.Length;locustag_ID;locustag;genename_1;TU;annotation..cyanobase.;GO.NAME;GOT_DNA_RNA_Nucleotide;Gene_ID_IndMode;location
10;All Replicates;1.625;0.486;0.856;0;0;0;0;0.061;0.361;0.211;0.122;0.019;0;0.077;0.046;0.031;0.03;0.042;0;6;8.0234;2;6, 11;RNA;3UTR;NA;sll0362-3UTR;sll0362;alaS;TU2220;alanyl-tRNA synthetase;amino acid binding, alanyl-tRNA aminoacylation, tRNA modification, cytosol, ATP binding, alanine-tRNA ligase activity, aminoacyl-tRNA editing activity, aminoacyl-tRNA metabolism involved in translational fidelity, nucleotide binding, nucleic acid binding, aminoacyl-tRNA ligase activity, cytoplasm, tRNA aminoacylation, metal ion binding, tRNA binding, RNA binding, ligase activity, translation, zinc ion binding,;;sll0362-3UTR (3'UTR) - TU2220;Chr
10;All Replicates;3.699;0.615;0.892;0;0;0.017;0.037;0.074;0.097;0.216;0.133;0.117;0.085;0.077;0.046;0.046;0.044;0.011;0;7;8.4487;1;7;RNA;mRNA;NA;sll0100;sll0100;ama;TU3150;N-acyl-L-amino acid amidohydrolase;hydrolase activity,;;ama/sll0100 (mRNA / CDS) - TU3150;Chr
5;All Replicates;28.096;0.859;0.995;0;0;0.069;0.624;0.241;0.062;0.001;0.002;0.002;0;0;0;0;0;0;0;4;4.3157;1;4;Protein;Protein;393;sll0100;sll0100;ama;TU3150;N-acyl-L-amino acid amidohydrolase;hydrolase activity,;No_GO;ama/sll0100 (Protein) - TU3150;Chr
10;All Replicates;4.521;0.822;0.961;0;0;0.007;0.037;0.15;0.231;0.224;0.106;0.074;0.058;0.045;0.03;0.02;0.01;0.008;0;6;7.3545;1;6;RNA;mRNA;NA;slr1653;slr1653;ama;TU3629;N-acyl-L-amino acid amidohydrolase;NA;;ama/slr1653 (mRNA / CDS) - TU3629;Chr
5;All Replicates;27.345;0.914;0.791;0;0;0.1;0.342;0.121;0.091;0.256;0.083;0.006;0.001;0;0;0;0;0;0;4;5.3384;2;4, 7;Protein;Protein;416;slr1653;slr1653;ama;TU3629;N-acyl-L-amino acid amidohydrolase;NA;No_GO;ama/slr1653 (Protein) - TU3629;Chr
10;All Replicates;3.047;0.838;0.933;0;0;0.008;0.016;0.033;0.19;0.22;0.149;0.096;0.109;0.093;0.047;0.033;0.008;0;0;7;8.1974;2;7, 10;RNA;mRNA;NA;slr0891;slr0891;amiA;;N-acetylmuramoyl-L-alanine amidase;NA;;amiA/slr0891 (mRNA / CDS);Chr
10;All Replicates;26.53;0.884;0.971;0;0.001;0.006;0.032;0.194;0.327;0.296;0.124;0.012;0.006;0;0;0;0;0;0;6;6.3283;1;6;Protein;Protein;591;slr0891;slr0891;amiA;;N-acetylmuramoyl-L-alanine amidase;NA;No_GO;amiA/slr0891 (Protein);Chr
10;All Replicates;7.85;0.895;0.962;0;0;0.001;0.009;0.079;0.147;0.23;0.131;0.067;0.062;0.075;0.062;0.066;0.03;0.024;0.017;7;8.7571;3;7, 11, 13;RNA;mRNA;NA;slr1744;slr1744;amiA;TU1369;N-acetylmuramoyl-L-alanine amidase, periplasmic protein;NA;;amiA/slr1744 (mRNA / CDS) - TU1369;Chr
2;All Replicates;30.012;0.857;0.975;0.007;0.167;0.452;0.178;0.116;0.065;0.012;0.001;0.001;0.001;0;0;0;0;0;0.001;3;3.4978;1;3;Protein;Protein;649;slr1744;slr1744;amiA;TU1369;N-acetylmuramoyl-L-alanine amidase, periplasmic protein;NA;No_GO;amiA/slr1744 (Protein) - TU1369;Chr
10;All Replicates;5.703;0.756;0.911;0;0;0.001;0.023;0.089;0.099;0.222;0.128;0.075;0.07;0.062;0.069;0.065;0.033;0.015;0.05;7;9.0525;2;7, 12;RNA;5UTR;NA;slr1744-5UTR;slr1744;amiA;TU1369;N-acetylmuramoyl-L-alanine amidase, periplasmic protein;NA;;slr1744-5UTR (5'UTR) - TU1369;Chr
10;All Replicates;2.597;0.537;0.924;0;0;0;0.028;0.177;0.162;0.293;0.103;0.008;0.059;0.059;0.04;0.06;0.012;0;0;7;7.5818;2;5, 7;RNA;aRNA;NA;slr1744-as;slr1744;amiA;;N-acetylmuramoyl-L-alanine amidase, periplasmic protein;NA;;slr1744-as (asRNA);Chr
10;All Replicates;4.392;0.825;0.962;0;0;0.003;0.017;0.06;0.229;0.243;0.073;0.113;0.102;0.068;0.021;0.033;0.019;0.018;0;7;8.0807;2;7, 9;RNA;mRNA;NA;slr0323;slr0323;ams1;TU2368;putative alpha-mannosidase;NA;;ams1/slr0323 (mRNA / CDS) - TU2368;Chr
10;All Replicates;27.403;0.754;0.872;0;0;0.003;0;0.044;0.478;0.354;0.081;0.022;0.008;0.007;0.002;0;0;0;0;6;6.615;1;6;Protein;Protein;1042;slr0323;slr0323;ams1;TU2368;putative alpha-mannosidase;NA;No_GO;ams1/slr0323 (Protein) - TU2368;Chr
10;All Replicates;10.623;0.909;0.981;0;0;0.001;0.008;0.081;0.167;0.259;0.139;0.061;0.069;0.066;0.051;0.046;0.021;0.017;0.013;7;8.3658;2;7, 10;RNA;mRNA;NA;sll0108;sll0108;amt1;TU3138;ammonium/methylammonium permease;ammonium transmembrane transporter activity, ammonium transport, membrane, ammonium transmembrane transport, integral component of membrane, plasma membrane,;;amt1/sll0108 (mRNA / CDS) - TU3138;Chr
8;All Replicates;30.508;0.918;0.991;0;0.002;0.014;0.084;0.473;0.306;0.076;0.025;0.007;0.007;0.002;0;0.001;0;0;0.001;5;5.5179;1;5;Protein;Protein;507;sll0108;sll0108;amt1;TU3138;ammonium/methylammonium permease;ammonium transmembrane transporter activity, ammonium transport, membrane, ammonium transmembrane transport, integral component of membrane, plasma membrane,;No_GO;amt1/sll0108 (Protein) - TU3138;Chr
10;All Replicates;5.806;0.695;0.943;0;0;0.001;0.014;0.102;0.13;0.196;0.096;0.073;0.085;0.087;0.058;0.056;0.04;0.016;0.049;7;9.0832;2;7, 11;RNA;mRNA;NA;sll1017;sll1017;amt2;TU384;ammonium/methylammonium permease;ammonium transmembrane transporter activity, ammonium transport, membrane, ammonium transmembrane transport, integral component of membrane, plasma membrane,;;amt2/sll1017 (mRNA / CDS) - TU384;Chr
8;All Replicates;27.672;0.859;0.984;0;0;0;0;0.412;0.492;0.072;0.013;0.005;0.005;0.001;0.001;0;0;0;0;6;5.7315;1;6;Protein;Protein;442;sll1017;sll1017;amt2;TU384;ammonium/methylammonium permease;ammonium transmembrane transporter activity, ammonium transport, membrane, ammonium transmembrane transport, integral component of membrane, plasma membrane,;No_GO;amt2/sll1017 (Protein) - TU384;Chr
10;All Replicates;5.929;0.745;-1;0;0;0.001;0.013;0.094;0.136;0.197;0.094;0.072;0.088;0.087;0.057;0.058;0.039;0.015;0.049;7;9.0954;2;7, 10;RNA;transcript;NA;sll1017, sll1018;sll1017, sll1018;amt2, pyrC;TU384;ammonium/methylammonium permease, dihydroorotase;transcript;;TU384 (sll1017, sll1018) - Transcr Unit;Chr
10;All Replicates;3.755;0.602;0.844;0;0.001;0.006;0.02;0.072;0.057;0.313;0.13;0.074;0.088;0.102;0.055;0.023;0.021;0.02;0.02;7;8.6392;3;5, 7, 11;RNA;mRNA;NA;slr1109;slr1109;Ank;TU212;similar to ankyrin;NA;;Ank/slr1109 (mRNA / CDS) - TU212;Chr
10;All Replicates;27.159;0.94;0.61;0;0.006;0.018;0.262;0.11;0.074;0.252;0.223;0.045;0.009;0;0;0;0;0;0;4;6.1577;2;4, 7;Protein;Protein;441;slr1109;slr1109;Ank;TU212;similar to ankyrin;NA;No_GO;Ank/slr1109 (Protein) - TU212;Chr
10;All Replicates;4.001;0.557;0.901;0;0;0.005;0.021;0.053;0.231;0.165;0.104;0.053;0.094;0.075;0.056;0.072;0.031;0;0.04;6;8.7655;3;6, 10, 13;RNA;mRNA;NA;slr1179;slr1179;anmK;TU3680;hypothetical protein;ATP binding, amino sugar metabolic process, peptidoglycan turnover, phosphotransferase activity, alcohol group as acceptor, kinase activity, transferase activity, carbohydrate metabolic process, nucleotide binding, phosphorylation, 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process,;;anmK/slr1179 (mRNA / CDS) - TU3680;Chr
7;All Replicates;29.029;0.912;0.99;0;0;0.029;0.29;0.387;0.227;0.048;0.012;0.002;0.003;0;0;0;0;0;0.003;5;5.0706;1;5;Protein;Protein;376;slr1179;slr1179;anmK;TU3680;hypothetical protein;ATP binding, amino sugar metabolic process, peptidoglycan turnover, phosphotransferase activity, alcohol group as acceptor, kinase activity, transferase activity, carbohydrate metabolic process, nucleotide binding, phosphorylation, 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process,;Nucleotide;anmK/slr1179 (Protein) - TU3680;Chr
10;All Replicates;9.967;0.938;0.97;0;0;0.001;0.01;0.144;0.265;0.303;0.108;0.037;0.036;0.031;0.02;0.017;0.011;0.013;0.004;7;7.2784;1;7;RNA;mRNA;NA;slr2067;slr2067;apcA;TU1472;allophycocyanin alpha subunit;phycobilisome, photosynthesis, membrane, thylakoid, oxidation-reduction process, protein-chromophore linkage, thylakoid membrane,;;apcA/slr2067 (mRNA / CDS) - TU1472;Chr
10;All Replicates;33.815;0.933;0.966;0;0.004;0.012;0.035;0.169;0.348;0.258;0.098;0.038;0.021;0.009;0.002;0.001;0;0;0.003;6;6.4692;1;6;Protein;Protein;67;ssr3383;ssr3383;apcC;TU1472;phycobilisome small core linker polypeptide;photosynthesis, phycobilisome, thylakoid, membrane, thylakoid membrane,;No_GO;apcC/ssr3383 (Protein) - TU1472;Chr
10;All Replicates;6.848;0.933;0.978;0;0;0.001;0.011;0.086;0.214;0.313;0.112;0.042;0.044;0.044;0.029;0.027;0.023;0.049;0.005;7;8.0877;1;7;RNA;5UTR;NA;slr2067-5UTR;slr2067;apcA;TU1472;allophycocyanin alpha subunit;phycobilisome, photosynthesis, membrane, thylakoid, oxidation-reduction process, protein-chromophore linkage, thylakoid membrane,;;slr2067-5UTR (5'UTR) - TU1472;Chr
10;All Replicates;11.197;0.931;-1;0;0;0.001;0.011;0.134;0.261;0.309;0.104;0.035;0.036;0.034;0.024;0.02;0.012;0.014;0.004;7;7.3649;1;7;RNA;transcript;NA;slr2067, slr1986, ssr3383, SyR2;slr2067, slr1986, ssr3383, SyR2;apcA, apcB, apcC;TU1472;allophycocyanin alpha subunit, allophycocyanin beta subunit, phycobilisome small core linker polypeptide, ncRNA;transcript;;TU1472 (slr2067, slr1986, ssr3383, SyR2) - Transcr Unit;Chr
10;All Replicates;9.681;0.91;0.972;0;0;0.002;0.012;0.141;0.251;0.317;0.103;0.031;0.033;0.036;0.025;0.021;0.012;0.011;0.004;7;7.3133;1;7;RNA;mRNA;NA;slr1986;slr1986;apcB;TU1472;allophycocyanin beta subunit;photosynthesis, phycobilisome, thylakoid, membrane, protein-chromophore linkage, oxidation-reduction process, thylakoid membrane,;;apcB/slr1986 (mRNA / CDS) - TU1472;Chr
6;All Replicates;35.043;0.965;0.809;0.003;0.061;0.155;0.204;0.202;0.196;0.103;0.042;0.019;0.01;0.004;0.001;0;0;0;0;4;4.9769;1;4;Protein;Protein;83;ssl3093;ssl3093;cpcD;TU716;phycobilisome small rod linker polypeptide;phycobilisome, thylakoid, membrane, photosynthesis, thylakoid membrane,;No_GO;cpcD/ssl3093 (Protein) - TU716;Chr
10;All Replicates;6.714;0.867;0.99;0;0;0;0.008;0.084;0.185;0.294;0.117;0.064;0.076;0.055;0.05;0.034;0.017;0.016;0;7;8.0481;2;7, 10;RNA;mRNA;NA;ssr3383;ssr3383;apcC;TU1472;phycobilisome small core linker polypeptide;photosynthesis, phycobilisome, thylakoid, membrane, thylakoid membrane,;;apcC/ssr3383 (mRNA / CDS) - TU1472;Chr
4;All Replicates;37.118;0.978;0.779;0.001;0.039;0.186;0.185;0.15;0.135;0.121;0.082;0.05;0.034;0.012;0.002;0.001;0;0;0;3;5.4245;1;3;Protein;Protein;161;slr2067;slr2067;apcA;TU1472;allophycocyanin alpha subunit;phycobilisome, photosynthesis, membrane, thylakoid, oxidation-reduction process, protein-chromophore linkage, thylakoid membrane,;No_GO;apcA/slr2067 (Protein) - TU1472;Chr
10;All Replicates;6.586;0.929;0.988;0;0;0.001;0.002;0.117;0.23;0.296;0.106;0.042;0.058;0.054;0.027;0.031;0.013;0.011;0.012;7;7.7574;1;7;RNA;mRNA;NA;sll0928;sll0928;apcD;TU333;allophycocyanin-B;photosynthesis, phycobilisome, oxidation-reduction process, protein-chromophore linkage, membrane, thylakoid, thylakoid membrane,;;apcD/sll0928 (mRNA / CDS) - TU333;Chr
5;All Replicates;36.884;0.977;0.741;0;0.021;0.166;0.201;0.132;0.145;0.131;0.092;0.062;0.034;0.012;0.003;0.001;0;0;0;4;5.609;2;4, 6;Protein;Protein;161;slr1986;slr1986;apcB;TU1472;allophycocyanin beta subunit;photosynthesis, phycobilisome, thylakoid, membrane, protein-chromophore linkage, oxidation-reduction process, thylakoid membrane,;No_GO;apcB/slr1986 (Protein) - TU1472;Chr
10;All Replicates;6.939;0.921;-1;0;0;0.002;0.009;0.114;0.217;0.276;0.105;0.048;0.069;0.052;0.027;0.038;0.016;0.016;0.009;7;7.8688;2;7, 10;RNA;transcript;NA;sll0928, sll0930, sll0931, sll0932;sll0928, sll0930, sll0931, sll0932;apcD, sll0930, sll0931, sll0932;TU333;allophycocyanin-B, unknown protein, hypothetical protein, hypothetical protein;transcript;;TU333 (sll0928, sll0930, sll0931, sll0932) - Transcr Unit;Chr
10;All Replicates;10.7;0.925;0.988;0;0;0.001;0.009;0.085;0.193;0.289;0.123;0.051;0.056;0.054;0.046;0.04;0.023;0.019;0.012;7;8.1711;1;7;RNA;mRNA;NA;slr0335;slr0335;apcE;TU2385;phycobilisome core-membrane linker polypeptide;protein binding, photosynthesis, phycobilisome, membrane, lyase activity, protein-chromophore linkage, oxidation-reduction process, thylakoid, thylakoid membrane,;;apcE/slr0335 (mRNA / CDS) - TU2385;Chr
6;All Replicates;34.344;0.97;0.835;0;0.004;0.136;0.239;0.21;0.231;0.115;0.035;0.015;0.01;0.004;0.001;0;0;0;0;4;5.1856;2;4, 6;Protein;Protein;161;sll0928;sll0928;apcD;TU333;allophycocyanin-B;photosynthesis, phycobilisome, oxidation-reduction process, protein-chromophore linkage, membrane, thylakoid, thylakoid membrane,;No_GO;apcD/sll0928 (Protein) - TU333;Chr
10;All Replicates;5.395;0.649;-1;0;0;0.001;0.007;0.038;0.132;0.237;0.121;0.064;0.085;0.074;0.074;0.067;0.048;0.016;0.036;7;9.2506;3;7, 10, 12;RNA;transcript;NA;slr0335;slr0335;apcE;TU2384;phycobilisome LCM core-membrane linker polypeptide;transcript;;TU2384 (slr0335) - Transcr Unit;Chr
10;All Replicates;10.837;0.928;-1;0;0;0.001;0.009;0.086;0.198;0.29;0.123;0.051;0.056;0.052;0.044;0.039;0.022;0.019;0.011;7;8.1165;1;7;RNA;transcript;NA;slr0335;slr0335;apcE;TU2385;phycobilisome LCM core-membrane linker polypeptide;transcript;;TU2385 (slr0335) - Transcr Unit;Chr
10;All Replicates;7.351;0.941;0.99;0;0;0.001;0.01;0.105;0.241;0.293;0.128;0.052;0.053;0.041;0.028;0.023;0.01;0.012;0.004;7;7.5725;1;7;RNA;3UTR;NA;slr0335-3UTR;slr0335;apcE;TU2385;phycobilisome core-membrane linker polypeptide;protein binding, photosynthesis, phycobilisome, membrane, lyase activity, protein-chromophore linkage, oxidation-reduction process, thylakoid, thylakoid membrane,;;slr0335-3UTR (3'UTR) - TU2385;Chr
10;All Replicates;4.991;0.802;0.942;0;0;0;0.005;0.043;0.142;0.26;0.147;0.067;0.08;0.071;0.063;0.051;0.031;0.017;0.023;7;8.8298;2;7, 10;RNA;5UTR;NA;slr0335-5UTR;slr0335;apcE;TU2385;phycobilisome core-membrane linker polypeptide;protein binding, photosynthesis, phycobilisome, membrane, lyase activity, protein-chromophore linkage, oxidation-reduction process, thylakoid, thylakoid membrane,;;slr0335-5UTR (5'UTR) - TU2385;Chr
10;All Replicates;5.445;0.797;0.965;0;0;0.001;0.032;0.16;0.211;0.275;0.108;0.04;0.052;0.035;0.021;0.02;0.009;0.011;0.025;7;7.5328;1;7;RNA;mRNA;NA;slr1459;slr1459;apcF;TU3482;phycobilisome core component;photosynthesis, phycobilisome, oxidation-reduction process, protein-chromophore linkage, thylakoid, membrane, thylakoid membrane,;;apcF/slr1459 (mRNA / CDS) - TU3482;Chr
10;All Replicates;37.587;0.954;0.74;0;0.007;0.108;0.135;0.112;0.135;0.142;0.141;0.101;0.072;0.033;0.007;0.003;0.001;0;0.001;7;6.5315;2;4, 7;Protein;Protein;162;sll1578;sll1578;cpcA;TU716;phycocyanin alpha subunit;phycobilisome, photosynthesis, oxidation-reduction process, membrane, protein-chromophore linkage, thylakoid, thylakoid membrane,;No_GO;cpcA/sll1578 (Protein) - TU716;Chr
10;All Replicates;6.897;0.855;-1;0;0;0.003;0.03;0.173;0.239;0.289;0.109;0.038;0.032;0.028;0.018;0.011;0.007;0.009;0.015;7;7.1641;1;7;RNA;transcript;NA;slr1459;slr1459;apcF;TU3482;phycobilisome core component;transcript;;TU3482 (slr1459) - Transcr Unit;Chr
10;All Replicates;6.186;0.813;0.945;0;0;0.004;0.026;0.183;0.26;0.306;0.108;0.031;0.017;0.025;0.015;0.005;0.006;0.004;0.01;7;6.903;1;7;RNA;3UTR;NA;slr1459-3UTR;slr1459;apcF;TU3482;phycobilisome core component;photosynthesis, phycobilisome, oxidation-reduction process, protein-chromophore linkage, thylakoid, membrane, thylakoid membrane,;;slr1459-3UTR (3'UTR) - TU3482;Chr
14;All Replicates;3.648;0.693;0.914;0;0;0.013;0.077;0.006;0.064;0.147;0.133;0.184;0.194;0.075;0.044;0.035;0.01;0.017;0;10;8.6808;3;4, 7, 10;RNA;mRNA;NA;sll1343;sll1343;APE2;TU3442;aminopeptidase;NA;;APE2/sll1343 (mRNA / CDS) - TU3442;Chr
8;All Replicates;29.612;0.741;0.971;0.002;0.006;0;0.061;0.4;0.26;0.048;0.015;0.048;0.028;0.04;0.047;0.04;0.003;0;0.001;5;6.5642;1;5;Protein;Protein;869;sll1343;sll1343;APE2;TU3442;aminopeptidase;NA;No_GO;APE2/sll1343 (Protein) - TU3442;Chr
4;All Replicates;29.35;0.909;0.978;0;0.007;0.208;0.446;0.217;0.068;0.031;0.012;0.005;0.003;0.002;0;0;0;0;0;4;4.3363;1;4;Protein;Protein;172;sll1430;sll1430;apt;TU1613;adenine phosphoribosyltransferase;AMP salvage, AMP binding, adenine salvage, adenine phosphoribosyltransferase activity, adenine binding, cytoplasm, nucleoside metabolic process, transferase activity, purine ribonucleoside salvage, transferase activity, transferring glycosyl groups,;No_GO;apt/sll1430 (Protein) - TU1613;Chr
10;All Replicates;3.552;0.701;0.941;0;0;0.003;0;0.076;0.161;0.202;0.108;0.1;0.083;0.075;0.088;0.049;0.036;0.02;0;7;8.722;2;7, 12;RNA;mRNA;NA;slr1898;slr1898;argB;TU857;N-acetylglutamate kinase;arginine binding, arginine biosynthetic process, acetylglutamate kinase activity, cytoplasm, transferase activity, ATP binding, kinase activity, phosphorylation, cellular amino acid biosynthetic process, nucleotide binding, arginine biosynthetic process via ornithine,;;argB/slr1898 (mRNA / CDS) - TU857;Chr
5;All Replicates;30.633;0.904;0.979;0.002;0.011;0.206;0.444;0.207;0.085;0.022;0.009;0.005;0.004;0.002;0.001;0.001;0;0;0.002;4;4.3472;1;4;Protein;Protein;297;slr1898;slr1898;argB;TU857;N-acetylglutamate kinase;arginine binding, arginine biosynthetic process, acetylglutamate kinase activity, cytoplasm, transferase activity, ATP binding, kinase activity, phosphorylation, cellular amino acid biosynthetic process, nucleotide binding, arginine biosynthetic process via ornithine,;Nucleotide;argB/slr1898 (Protein) - TU857;Chr
10;All Replicates;3.798;0.59;-1;0;0;0.003;0.003;0.067;0.142;0.191;0.103;0.093;0.079;0.08;0.084;0.051;0.034;0.017;0.051;7;9.2591;2;7, 12;RNA;transcript;NA;slr1898;slr1898;argB;TU857;acetylglutamate kinase;transcript;;TU857 (slr1898) - Transcr Unit;Chr
10;All Replicates;6.321;0.785;0.944;0;0;0.002;0.006;0.081;0.154;0.23;0.092;0.058;0.058;0.057;0.062;0.058;0.046;0.078;0.018;7;9.2091;2;7, 16.5;RNA;mRNA;NA;sll0080;sll0080;argC;TU3047;N-acetyl-gamma-glutamyl-phosphate reductase;N-acetyl-gamma-glutamyl-phosphate reductase activity, arginine biosynthetic process, cellular amino acid biosynthetic process, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor, protein dimerization activity, NAD binding, oxidation-reduction process, cytoplasm, oxidoreductase activity,;;argC/sll0080 (mRNA / CDS) - TU3047;Chr
8;All Replicates;30.871;0.945;0.924;0;0;0.017;0.224;0.299;0.254;0.142;0.043;0.013;0.006;0.002;0;0;0;0;0;5;5.5042;1;5;Protein;Protein;351;sll0080;sll0080;argC;TU3047;N-acetyl-gamma-glutamyl-phosphate reductase;N-acetyl-gamma-glutamyl-phosphate reductase activity, arginine biosynthetic process, cellular amino acid biosynthetic process, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor, protein dimerization activity, NAD binding, oxidation-reduction process, cytoplasm, oxidoreductase activity,;No_GO;argC/sll0080 (Protein) - TU3047;Chr
10;All Replicates;6.534;0.79;-1;0;0;0.001;0.008;0.082;0.156;0.235;0.094;0.06;0.059;0.06;0.061;0.055;0.044;0.069;0.017;7;9.087;2;7, 16.5;RNA;transcript;NA;sll0080;sll0080;argC;TU3047;N-acetyl-gamma-glutamyl-phosphate reductase;transcript;;TU3047 (sll0080) - Transcr Unit;Chr
10;All Replicates;3.636;0.666;0.99;0;0;0;0.022;0.087;0.184;0.277;0.118;0.066;0.056;0.067;0.056;0.019;0.026;0.01;0.014;7;8.099;2;7, 11;RNA;3UTR;NA;sll0080-3UTR;sll0080;argC;TU3047;N-acetyl-gamma-glutamyl-phosphate reductase;N-acetyl-gamma-glutamyl-phosphate reductase activity, arginine biosynthetic process, cellular amino acid biosynthetic process, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor, protein dimerization activity, NAD binding, oxidation-reduction process, cytoplasm, oxidoreductase activity,;;sll0080-3UTR (3'UTR) - TU3047;Chr
10;All Replicates;6.112;0.816;0.973;0;0;0.003;0.019;0.136;0.171;0.259;0.131;0.052;0.053;0.061;0.032;0.047;0.016;0.011;0.008;7;7.8699;1;7;RNA;mRNA;NA;slr1022;slr1022;argD;TU638;N-acetylornithine aminotransferase;pyridoxal phosphate binding, catalytic activity, arginine metabolic process, transaminase activity, N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity, cytoplasm, transferase activity, cellular amino acid biosynthetic process, arginine biosynthetic process,;;argD/slr1022 (mRNA / CDS) - TU638;Chr
8;All Replicates;31.37;0.872;0.987;0;0;0;0.109;0.465;0.337;0.064;0.017;0.004;0.003;0.001;0;0;0;0;0;5;5.442;1;5;Protein;Protein;429;slr1022;slr1022;argD;TU638;N-acetylornithine aminotransferase;pyridoxal phosphate binding, catalytic activity, arginine metabolic process, transaminase activity, N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity, cytoplasm, transferase activity, cellular amino acid biosynthetic process, arginine biosynthetic process,;No_GO;argD/slr1022 (Protein) - TU638;Chr
10;All Replicates;6.321;0.802;-1;0;0;0.005;0.023;0.15;0.176;0.253;0.13;0.051;0.052;0.056;0.03;0.043;0.015;0.01;0.009;7;7.7558;1;7;RNA;transcript;NA;slr1022;slr1022;argD;TU638;acetylornithine aminotransferase;transcript;;TU638 (slr1022) - Transcr Unit;Chr
10;All Replicates;2.83;0.724;0.95;0;0;0;0.007;0.137;0.262;0.242;0.147;0.046;0.061;0.021;0.014;0.013;0.014;0;0.036;6;7.5874;1;6;RNA;3UTR;NA;slr1022-3UTR;slr1022;argD;TU638;N-acetylornithine aminotransferase;pyridoxal phosphate binding, catalytic activity, arginine metabolic process, transaminase activity, N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity, cytoplasm, transferase activity, cellular amino acid biosynthetic process, arginine biosynthetic process,;;slr1022-3UTR (3'UTR) - TU638;Chr
8;All Replicates;2.494;0.532;0.913;0;0;0.039;0.109;0.314;0.147;0.178;0.089;0.025;0.019;0.049;0.019;0.011;0;0;0;5;6.2869;2;5, 7;RNA;5UTR;NA;slr1022-5UTR;slr1022;argD;TU638;N-acetylornithine aminotransferase;pyridoxal phosphate binding, catalytic activity, arginine metabolic process, transaminase activity, N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity, cytoplasm, transferase activity, cellular amino acid biosynthetic process, arginine biosynthetic process,;;slr1022-5UTR (5'UTR) - TU638;Chr
10;All Replicates;4.132;0.555;0.964;0;0;0.001;0.018;0.1;0.156;0.251;0.124;0.052;0.047;0.1;0.045;0.041;0.032;0.005;0.027;7;8.4138;2;7, 11;RNA;mRNA;NA;sll0902;sll0902;argF;TU3396;ornithine carbamoyltransferase;arginine biosynthetic process via ornithine, citrulline biosynthetic process, ornithine carbamoyltransferase activity, cellular amino acid metabolic process, ornithine metabolic process, amino acid binding, carboxyl- or carbamoyltransferase activity, cytoplasm, arginine biosynthetic process, transferase activity, cellular amino acid biosynthetic process,;;argF/sll0902 (mRNA / CDS) - TU3396;Chr
8;All Replicates;31.401;0.926;0.99;0.001;0.001;0.002;0.049;0.39;0.405;0.11;0.024;0.008;0.005;0.002;0;0;0.001;0;0;6;5.7247;1;6;Protein;Protein;308;sll0902;sll0902;argF;TU3396;ornithine carbamoyltransferase;arginine biosynthetic process via ornithine, citrulline biosynthetic process, ornithine carbamoyltransferase activity, cellular amino acid metabolic process, ornithine metabolic process, amino acid binding, carboxyl- or carbamoyltransferase activity, cytoplasm, arginine biosynthetic process, transferase activity, cellular amino acid biosynthetic process,;No_GO;argF/sll0902 (Protein) - TU3396;Chr
